time,exact_position,float64_exact_position,low_precision_exact_position,float64_biased_position
375.3,-0.120031988687,0.378512418407,0.401,-0.83951287282
376.2,0.703050394641,0.960670856125,0.964,-0.944146503177
377.1,0.994078255698,0.8139765352,0.794,-0.319103223882
378,0.532807511324,0.0497251817408,0.024,0.552556712339
378.9,-0.33168133528,-0.752252241636,-0.765,0.997177123539
379.8,-0.945160359923,-0.983502325866,-0.972,0.671136287326
380.7,-0.843360867405,-0.468577610717,-0.443,-0.173587455029
381.6,-0.103322684134,0.401852928338,0.423,-0.884155367421
382.5,0.714908046593,0.967401089084,0.968,-0.911410092738
383.4,0.992110620452,0.798990321028,0.779,-0.234288010371
384.3,0.518503656007,0.0243924329013,-0,0.623901894417
385.2,-0.347496538135,-0.768711785356,-0.779,0.999913657664
386.1,-0.950518280095,-0.978600949481,-0.968,0.603149262563
387,-0.834206737727,-0.446033946552,-0.423,-0.259754750156
387.9,-0.0865841674438,0.424935195174,0.443,-0.921909151746
388.8,0.726563574572,0.973509640244,0.973,-0.871572622573
389.7,0.989862488516,0.783490651014,0.765,-0.147647391184
390.6,0.504053205586,-0.000955991268519,-0.024,0.690386076325
391.5,-0.363213494254,-0.784677331155,-0.795,0.994859575181
392.4,-0.955607462864,-0.97307069392,-0.963,0.530462927388
393.3,-0.824816755085,-0.423203647205,-0.4,-0.343898220871
394.2,-0.0698211710521,0.447744385538,0.466,-0.952480075137
395.1,0.738013683241,0.978992584061,0.978,-0.824944477936
396,0.987334495497,0.767487485724,0.748,-0.0598564084548
396.9,0.489460245597,-0.0263038010888,-0.051,0.751491260566
397.8,-0.378827760027,-0.800138619082,-0.811,0.982054253909
398.7,-0.960426469378,-0.966915113097,-0.956,0.453643602069
399.6,-0.815193574285,-0.400101384133,-0.376,-0.425362281048
