thermostat,replica_index,time,relative_energy_error
moderate_argon_langevin,2,0.06,7.79569541181e-06
moderate_argon_langevin,2,0.09,9.30552891297e-06
moderate_argon_langevin,2,0.12,-1.09402563279e-05
moderate_argon_langevin,2,0.15,2.42861176343e-06
moderate_argon_langevin,2,0.18,1.93781124813e-05
moderate_argon_langevin,2,0.21,-1.07099454208e-05
moderate_argon_langevin,2,0.24,1.27990219971e-05
moderate_argon_langevin,2,0.27,-2.09608424214e-06
moderate_argon_langevin,2,0.3,6.07952335454e-06
moderate_argon_langevin,2,0.33,1.36865776369e-05
moderate_argon_langevin,2,0.36,7.68836105116e-06
